"no","name","cat","model","qty","cost","price","min"
"1324520","FRONT WHEEL BEARING KIT","General Spare Parts","TVS / Universal","0","3791","4460","5"
"1324540","REAR WHEEL BEARING KIT 130 DIA","General Spare Parts","TVS / Universal","0","7522.5","8850","5"
"1324560","SWITCH REPAIR KIT-RH","Electrical","TVS / Universal","0","382.5","450","5"
"1324570","SWITCH REPAIR KIT-LH","Electrical","TVS / Universal","0","425","500","5"
"1324660","CHOKE LEVER KIT","General Spare Parts","TVS / Universal","0","357","420","5"
"1324700","CRANKCASE SCREW SET","Engine","TVS / Universal","0","425","500","5"
"1324710","CLUTCH COVER SCREW SET","General Spare Parts","TVS / Universal","0","425","500","5"
"1324720","MAGNETO COVER SCREW SET","General Spare Parts","TVS / Universal","0","425","500","5"
"1324910","ENGINE OIL SEAL KIT - 2S MO,'","Oils & Fluids","TVS / Universal","0","612","720","5"
"1324920","CLUTCH REPAIR KIT- NEW","General Spare Parts","TVS / Universal","0","790.5","930","5"
"1339120","BALL BEARING 25x52x15 RSIC3 6205","General Spare Parts","TVS / Universal","0","3043","3580","5"
"1339510","BALL BEARING 15x42x13 Cs 6302Z","General Spare Parts","TVS / Universal","0","2099.5","2470","5"
"1339520","BALL BEARING 15x35x11 Cs 6202Z","General Spare Parts","TVS / Universal","0","1836","2160","5"
"167050S","CABLE ASSY THROTTLE-MAX","Electrical","TVS / Universal","0","425","500","5"
"167060S","CABLE ASSY STARTER-MAX","Electrical","TVS / Universal","0","425","500","5"
"201141000","XL/ CH HEAD MACHINED","Engine","TVS / Universal","0","5355","6300","5"
"2042018","SPROCKET ENGINE 14T","Engine","TVS / Universal","0","3425.5","4030","5"
"204235800","INDUCTION TUBE ASSY PAINTED CHAMP","General Spare Parts","TVS / Universal","0","425","500","5"
"208253700","CHAIN WHEEL 47 PLATED","General Spare Parts","TVS / Universal","0","2295","2700","5"
"208313000","FREE WHEEL lg T","General Spare Parts","TVS / Universal","0","731","860","5"
"209204000","SHOCK ABSORBER AT","General Spare Parts","TVS / Universal","0","425","500","5"
"209261000","SHOCK ABSORBER-PAINTED SHROUD (ALTI","General Spare Parts","TVS / Universal","0","4105.5","4830","5"
"2102140","OUTER TUBE COMP R (PAINTED)","General Spare Parts","TVS / Universal","0","9469","11140","5"
"2102170","OUTER TUBE COMP (PAINTED)","General Spare Parts","TVS / Universal","0","9469","11140","5"
"2102180","TUBE COMP INNER ASSY","General Spare Parts","TVS / Universal","0","13685","16100","5"
"2102260","SPRING","General Spare Parts","TVS / Universal","0","425","500","5"
"211204800","WHEEL HUB FRONT PDC","General Spare Parts","TVS / Universal","0","4556","5360","5"
"211282800","WHEEL HUB REAR CHAMP","General Spare Parts","TVS / Universal","0","425","500","5"
"2123620000","OTHER PARTS","General Spare Parts","TVS / Universal","0","2499","2940","5"
"2123620000A","FENDER RR OACQD MARBLE RED CHAMP","General Spare Parts","TVS / Universal","0","5584.5","6570","5"
"21236200023","FENDER RR OACQD CANDY BLUE CHAMP (ALT)","General Spare Parts","TVS / Universal","0","5584.5","6570","5"
"21236200083","FENDER REAR +TAPESET R DEEP ME (ALTI 7 ,","General Spare Parts","TVS / Universal","0","408","480","5"
"213006700","PILLION STOP PLATED","General Spare Parts","TVS / Universal","0","425","500","5"
"2136050000","COVER FRAME L+TAPESET BLACK MAX R","General Spare Parts","TVS / Universal","0","1504.5","1770","5"
"21360501BA","COVER FRAME L+TAPESET MET3LUE MAXDX","General Spare Parts","TVS / Universal","0","6681","7860","5"
"2136050188","COVER FRAME L+TAPESET MET3LUE MAX R","General Spare Parts","TVS / Universal","0","6511","7660","5"
"213605048","COVER FRAME L+TAPESET J GREEN MAX R","General Spare Parts","TVS / Universal","0","6511","7660","5"
"21360505GA","COVER FRAME L+TAPESET NF WINE RED","General Spare Parts","TVS / Universal","0","6681","7860","5"
"21360505GC","COVER FRAME L +TAPESET NF WINE RED","General Spare Parts","TVS / Universal","0","5992.5","7050","5"
"2136060000","COVER FRAME R+TAPESET BLACK MAX R","General Spare Parts","TVS / Universal","0","6511","7660","5"
"21360601BA","COVER FRAME R+TAPESET MET8LUE MAXDX","General Spare Parts","TVS / Universal","0","6681","7860","5"
"2136060188","COVER FRAME R+TAPESET MET BLUE","General Spare Parts","TVS / Universal","0","6681","7860","5"
"213606048","COVER FRAME R+TAPESET J GREEN","General Spare Parts","TVS / Universal","0","6681","7860","5"
"21360605GA","COVER FRAME R+TAPESET NF WINE RED","General Spare Parts","TVS / Universal","0","6681","7860","5"
"21360605GC","COVER FRAME R+TAPESET NF WINE RED","General Spare Parts","TVS / Universal","0","1564","1840","5"
"21400204LA","TANK COMP FUEL+TAPESET J GRN EX.","General Spare Parts","TVS / Universal","0","3034.5","3570","5"
"216004000","HOLDER-CONTROL SWITCH","Electrical","TVS / Universal","0","425","500","5"
"2162280","HORN ASSY 12VDC (AIT)","Electrical","TVS / Universal","0","1980.5","2330","5"
"2162280L","HORN XLIOO","Electrical","TVS / Universal","0","2159","2540","5"
"2162300","HSG HEAD LAMP","Engine","TVS / Universal","0","425","500","5"
"2162310","UNIT HEAD LAM","Engine","TVS / Universal","0","807.5","950","5"
"2162320","LAMP ASSY TS ROUND BLACK","Electrical","TVS / Universal","0","1793.5","2110","5"
"2172130","CABLE ASSY CLUTCH 1,","Electrical","TVS / Universal","0","510","600","5"
"2172140","CABLE ASSY BRAKE FRONT","Brakes","TVS / Universal","0","425","500","5"
"218149000","ENGINE SHIELD EKO","Engine","TVS / Universal","0","416.5","490","5"
"2190848000A","SIDE PANEL COMP L MARBLE RED","General Spare Parts","TVS / Universal","0","1105","1300","5"
"21908480023","SIDE PANEL COMP L CANDY BLUE","General Spare Parts","TVS / Universal","0","425","500","5"
"2190858000A","SIDE PANEL COMP R MARBLE RED","General Spare Parts","TVS / Universal","0","425","500","5"
"21908580023","SIDE PANEL COMP R CANDY BLUE (ALTI","General Spare Parts","TVS / Universal","0","425","500","5"
"21908580083","SIDE PANEL COMP R DEEP MET BLUE","General Spare Parts","TVS / Universal","0","425","500","5"
"219092000","MUDGUARD REAR AT","General Spare Parts","TVS / Universal","0","833","980","5"
"219103000","GRILLE AT","General Spare Parts","TVS / Universal","0","425","500","5"
"231030000","STEEPING cup ASSY TOOL","General Spare Parts","TVS / Universal","0","10327.5","12150","5"
"231054000","CLUTCH NEEDLE BUSH ASSW TOO","General Spare Parts","TVS / Universal","0","3553","4180","5"
"259520","OIL SEAL RR SPROCKET DRUM","Oils & Fluids","TVS / Universal","0","425","500","5"
"26025173LU","DRIVE ASSY","General Spare Parts","TVS / Universal","0","4726","5560","5"
"26244009LU","WIRING HARNESS ASSY - TVS","General Spare Parts","TVS / Universal","0","1487.5","1750","5"
"26244574LU","FASTENERS ASSY KIT","General Spare Parts","TVS / Universal","0","425","500","5"
"26244575LU","SEALING ASSY KIT","General Spare Parts","TVS / Universal","0","1028.5","1210","5"
"26245703LU","BRUSH aox ASSY KIT","General Spare Parts","TVS / Universal","0","2218.5","2610","5"
"26245995LU","MOUNTING BRACKET & BRUSH ASSY","General Spare Parts","TVS / Universal","0","3893","4580","5"
"26246000LU","ARMATURE ASSEMBLY","General Spare Parts","TVS / Universal","0","3604","4240","5"
"26246003LU","WIRING HARNESS ASSY","General Spare Parts","TVS / Universal","0","1538.5","1810","5"
"26246107LU","WIRING HARNESS ASSY","General Spare Parts","TVS / Universal","0","1062.5","1250","5"
"26246145LU","BRUSH aox ASSEMBLING KIT","General Spare Parts","TVS / Universal","0","782","920","5"
"26246146LU","BRUSH KIT","General Spare Parts","TVS / Universal","0","646","760","5"
"26246147LU","FASTNERS KIT","General Spare Parts","TVS / Universal","0","425","500","5"
"26246148LU","BEARING KIT","General Spare Parts","TVS / Universal","0","841.5","990","5"
"26246149LU","SEALING KIT","General Spare Parts","TVS / Universal","0","731","860","5"
"26256562LU","O RING","General Spare Parts","TVS / Universal","0","425","500","5"
"26257042LU","BRUSH aox ASSY ACTIVA","General Spare Parts","TVS / Universal","0","425","500","5"
"26257043LU","BRUSH KIT","General Spare Parts","TVS / Universal","0","425","500","5"
"26258495LU","AMATURE","General Spare Parts","TVS / Universal","0","4853.5","5710","5"
"26259868LU","MOUNTING BRACKET AND OIL","Oils & Fluids","TVS / Universal","0","2218.5","2610","5"
"26259877LU","ARMATURE ASSY","General Spare Parts","TVS / Universal","0","10455","12300","5"
"26259902LU","DE BRACKET ASSEMBLY","General Spare Parts","TVS / Universal","0","4904.5","5770","5"
"3010020","CRANKSHAFT ASSY.","Engine","TVS / Universal","0","39635.5","46630","5"
"301065000","PISTON RING BOTTOM EKO","Engine","TVS / Universal","0","671.5","790","5"
"302047000","CRANK SHAFT ASSEMBLY REGULAR","Engine","TVS / Universal","0","12911.5","15190","5"
"3020516","CLAMP OIL HOSE NO:I","Oils & Fluids","TVS / Universal","0","425","500","5"
"3028510","TERMINAL CABLE","Electrical","TVS / Universal","0","425","500","5"
"3028520","PIECE OIL PUMP DRIVE","Oils & Fluids","TVS / Universal","0","425","500","5"
"3030020","GEAR COMP KICK STARTER IDLE","General Spare Parts","TVS / Universal","0","4105.5","4830","5"
"3030030","GEAR COMP KICK STARTER DRIVEN","General Spare Parts","TVS / Universal","0","3621","4260","5"
"3030500","SPRING K s PAW","General Spare Parts","TVS / Universal","0","425","500","5"
"3030515","SPRING K s LEVER","General Spare Parts","TVS / Universal","0","425","500","5"
"3030520","SPRING","General Spare Parts","TVS / Universal","0","416.5","490","5"
"3031033","GEAR KICK STARTER DRIVE- AX 100","General Spare Parts","TVS / Universal","0","6528","7680","5"
"3031043","SHAFT KICK STARTER","General Spare Parts","TVS / Universal","0","4258.5","5010","5"
"3040013","RETAINER GEAR SHIFT CAM COMPMACH","Brakes","TVS / Universal","0","425","500","5"
"3040080","GEAR COMP 1ST DRIVEN","General Spare Parts","TVS / Universal","0","3765.5","4430","5"
"3040510","SPRING GEAR SHIFT PAWL RETURN","General Spare Parts","TVS / Universal","0","425","500","5"
"3040650","SHAFT SET GEAR SHIFT","General Spare Parts","TVS / Universal","0","663","780","5"
"3041013","GEAR PRIMARY DRIVE","General Spare Parts","TVS / Universal","0","5236","6160","5"
"3041033","SHAFT COUNTER","General Spare Parts","TVS / Universal","0","12988","15280","5"
"3041053","GEAR 3RD DRIVE","General Spare Parts","TVS / Universal","0","875.5","1030","5"
"3041073","SHAFT DRIVE","General Spare Parts","TVS / Universal","0","6417.5","7550","5"
"3041093","GEAR 2ND DRIVEN","General Spare Parts","TVS / Universal","0","3918.5","4610","5"
"3041103","GEAR 3RD DRIVEN","General Spare Parts","TVS / Universal","0","4233","4980","5"
"3041113","FORK GEAR SHAFT NO:I","General Spare Parts","TVS / Universal","0","12155","14300","5"
"3041123","FORK GEAR SHAFT NO:2","General Spare Parts","TVS / Universal","0","8797.5","10350","5"
"3041133","CAM GEAR SHIFT","Brakes","TVS / Universal","0","4479.5","5270","5"
"3042018","SPRKT ENG 1ST","General Spare Parts","TVS / Universal","0","425","500","5"
"3042074","RING 4TH ORV GEAR","General Spare Parts","TVS / Universal","0","425","500","5"
"304277000","AIR FILTER NEW AT","Filters","TVS / Universal","0","425","500","5"
"3044014","PIN GEAR SHIFT FORK GUIDE","General Spare Parts","TVS / Universal","0","425","500","5"
"3044024","PIN GEAR SHIFT FORK GUIDE NO","General Spare Parts","TVS / Universal","0","1.7","2","5"
"3044034","ROLLER CAM DRIVE","Brakes","TVS / Universal","0","425","500","5"
"3044064","SPACER ROLLER GR SH FORK PIN","General Spare Parts","TVS / Universal","0","425","500","5"
"3044140","COLLAR GEAR SHIFT CAMDRIVE PIN","Brakes","TVS / Universal","0","425","500","5"
"3057057","RING PISTON","Engine","TVS / Universal","0","1479","1740","5"
"3057074","PIN PISTON","Engine","TVS / Universal","0","1028.5","1210","5"
"3057137","RING PISTON OS - 050","Engine","TVS / Universal","0","1538.5","1810","5"
"3057147","RING PISTON OS- 100","Engine","TVS / Universal","0","1810.5","2130","5"
"3060023","DISC COMP CLUTCH PRESSURE","Brakes","TVS / Universal","0","425","500","5"
"3060040","GEAR ASSY.PRIMAR\' DRIVEN","General Spare Parts","TVS / Universal","0","13965.5","16430","5"
"3060510","CLIP PRIMARY DRN GR","General Spare Parts","TVS / Universal","0","425","500","5"
"3060524","SPRING CLUTCH REL RETURN","General Spare Parts","TVS / Universal","0","425","500","5"
"3061013","HOUSING CLUTCH","General Spare Parts","TVS / Universal","0","1887","2220","5"
"306161000","E T COIL ASSY","Oils & Fluids","TVS / Universal","0","2371.5","2790","5"
"306165000","ROTOR ASSY","General Spare Parts","TVS / Universal","0","8967.5","10550","5"
"3062020","PLATE CLUTCH DRIVEN","General Spare Parts","TVS / Universal","0","425","500","5"
"3064034","ROD CLUTCH PUSH (HT)","General Spare Parts","TVS / Universal","0","425","500","5"
"3064040","ADJ.CLUTCH REL","General Spare Parts","TVS / Universal","0","977.5","1150","5"
"3068030","DAMPER CL HSG","General Spare Parts","TVS / Universal","0","425","500","5"
"3070010","CRANK CASE ASSEMBLY","Engine","TVS / Universal","0","43460.5","51130","5"
"308226710","SPROCKET 1ST-NEW","General Spare Parts","TVS / Universal","0","425","500","5"
"308342000","PULLEY ASSY COMPLETE XT","General Spare Parts","TVS / Universal","0","5533.5","6510","5"
"3087010","FILTER ASSEMBLY AIR CLEANER","Filters","TVS / Universal","0","909.5","1070","5"
"3097130","COIL PRIMARY","Oils & Fluids","TVS / Universal","0","3621","4260","5"
"310021800023","OTHER PARTS","General Spare Parts","TVS / Universal","0","425","500","5"
"3100218000A","STAY MUDGUARD MARBLE RED (ALTI","General Spare Parts","TVS / Universal","0","425","500","5"
"31002180000","STAY MUDGUARD HG BLACK","General Spare Parts","TVS / Universal","0","612","720","5"
"3100218002H","STAY MUDGUARD AP RED","General Spare Parts","TVS / Universal","0","909.5","1070","5"
"3100218006G","STAY MUDGUARD FLAME RED -XL SUPER (ALTI","General Spare Parts","TVS / Universal","0","2550","3000","5"
"3100218007L","STAY MUDGUARD Moss GREEN","General Spare Parts","TVS / Universal","0","680","800","5"
"31002180083","STAY MUDGUARD DEEP MET BLUE","General Spare Parts","TVS / Universal","0","680","800","5"
"31002180080","STAY MUDGUARD TITANIUM GREY","General Spare Parts","TVS / Universal","0","1300.5","1530","5"
"3100398000A","STABILISER TUBE MARBLE RED","General Spare Parts","TVS / Universal","0","773.5","910","5"
"310067700","STAY MUDGUARD CH_PLATED","General Spare Parts","TVS / Universal","0","816","960","5"
"3101033","CYLINDER HEAD(SQUISH) - MACHINED","Engine","TVS / Universal","0","10166","11960","5"
"3101098000A","CROWN PLATE TOP MARBLE RED","General Spare Parts","TVS / Universal","0","1054","1240","5"
"31010980023","CROWN PLATE TOP CANDY BLUE","General Spare Parts","TVS / Universal","0","1054","1240","5"
"311235000","HUB DRIVE","General Spare Parts","TVS / Universal","0","986","1160","5"
"311276700","LOCKING PLATE XT PLATED","General Spare Parts","TVS / Universal","0","425","500","5"
"311277000","CUSH DRIVE COVER","General Spare Parts","TVS / Universal","0","425","500","5"
"311279600","REAR AXLE XT+C1249","General Spare Parts","TVS / Universal","0","425","500","5"
"311293000","SPROCKET CARRIER MACHINING","General Spare Parts","TVS / Universal","0","2405.5","2830","5"
"311302000","THRUST PAD","Brakes","TVS / Universal","0","425","500","5"
"311325000","Hua DRIVE {MOD}","General Spare Parts","TVS / Universal","0","425","500","5"
"312130800","SILENCER SUPPORT ARM ASSY","General Spare Parts","TVS / Universal","0","425","500","5"
"31238800","CHAIN CAM","Brakes","TVS / Universal","0","425","500","5"
"312508","Clutch spring hook","General Spare Parts","TVS / Universal","0","425","500","5"
"3135037","HANDLE COMP PILLION RIDER","General Spare Parts","TVS / Universal","0","4037.5","4750","5"
"3140010","TANK OIL","Oils & Fluids","TVS / Universal","0","1963.5","2310","5"
"3148530","CAP OIL TANK FILLER","Oils & Fluids","TVS / Universal","0","425","500","5"
"3148620","TANK OIL MAX DC/AC (AIT)","Oils & Fluids","TVS / Universal","0","2346","2760","5"
"315007000","HAND GRIP","General Spare Parts","TVS / Universal","0","399.5","470","5"
"315011000","ACCELERATOR GRIP","General Spare Parts","TVS / Universal","0","425","500","5"
"315014700","HAND LEVER RH","General Spare Parts","TVS / Universal","0","425","500","5"
"315017700","HAND LEVER LH","General Spare Parts","TVS / Universal","0","425","500","5"
"315019000","TUBE FOR ACCELERATOR","General Spare Parts","TVS / Universal","0","425","500","5"
"3160268","LEVER SET SCREW","General Spare Parts","TVS / Universal","0","425","500","5"
"3160424","ADJUST WASHER","General Spare Parts","TVS / Universal","0","425","500","5"
"316054000","REFLECTOR TAIL LAMP","Electrical","TVS / Universal","0","654.5","770","5"
"316057000","SWITCH COVER ASSY","Electrical","TVS / Universal","0","425","500","5"
"3160725","SET SCREW","General Spare Parts","TVS / Universal","0","425","500","5"
"316146000","BULB HOLDER ASSY","Electrical","TVS / Universal","0","382.5","450","5"
"316161000","SWITCH BASE ASSEMBLY","Electrical","TVS / Universal","0","637.5","750","5"
"316162000","AC HORN TWIN TERMINAL","Electrical","TVS / Universal","0","425","500","5"
"316182000","IGHT UNIT ASSY","General Spare Parts","TVS / Universal","0","1589.5","1870","5"
"316201000","SWITCH BASE CHAMP","Electrical","TVS / Universal","0","612","720","5"
"316202000","SWITCH COVER CHAMP","Electrical","TVS / Universal","0","603.5","710","5"
"3167040","CABLE ASSY CLUTCH","Electrical","TVS / Universal","0","425","500","5"
"3167040S","CABLE ASSY CLUTCH","Electrical","TVS / Universal","0","595","700","5"
"3167090","CABLE SPEEDO W/O OIL SEAL","Oils & Fluids","TVS / Universal","0","1309","1540","5"
"3167090S","CABLE SPEEDO W/O OIL SEAL","Oils & Fluids","TVS / Universal","0","425","500","5"
"3167710S","CABLE SPEEDO METER INNER","Electrical","TVS / Universal","0","425","500","5"
"3168600","LEVER STARTER","General Spare Parts","TVS / Universal","0","425","500","5"
"3168610","BODY' CHOKE LVR","Brakes","TVS / Universal","0","425","500","5"
"317025000","CABLE ASSY BRAKE FRONT","Brakes","TVS / Universal","0","722.5","850","5"
"317025000S","CABLE ASSY BRAKE FRONT","Brakes","TVS / Universal","0","425","500","5"
